CFI_number,ICD10_code,description
24,I7052,Athscl nonaut bio bypass of the extremities w rest pain
24,I70521," right leg"""
24,I70522," left leg"""
24,I70523," bi legs"""
24,I70528," oth extrm"""
24,I70529," unsp extrm"""
24,I7053,Athscl nonaut bio bypass of the right leg w ulceration
24,I70531,Athscl nonaut bio bypass of the right leg w ulcer of thigh
24,I70532,Athscl nonaut bio bypass of the right leg w ulcer of calf
24,I70533,Athscl nonaut bio bypass of the right leg w ulcer of ankle
24,I70534,Athscl nonaut bio bypass of r leg w ulcer of heel and midft
24,I70535,Athscl nonaut bio bypass of right leg w ulcer oth prt foot
24,I70538,Athscl nonaut bio bypass of r leg w ulcer oth prt low leg
24,I70539,Athscl nonaut bio bypass of right leg w ulcer of unsp site
24,I7054,Athscl nonautologous bio bypass of the left leg w ulceration
24,I70541,Athscl nonaut bio bypass of the left leg w ulcer of thigh
24,I70542,Athscl nonaut bio bypass of the left leg w ulcer of calf
24,I70543,Athscl nonaut bio bypass of the left leg w ulcer of ankle
24,I70544,Athscl nonaut bio bypass of left leg w ulc of heel and midft
24,I70545,Athscl nonaut bio bypass of left leg w ulcer oth prt foot
24,I70548,Athscl nonaut bio bypass of left leg w ulcer oth prt low leg
24,I70549,Athscl nonaut bio bypass of left leg w ulcer of unsp site
24,I7055,Athscl nonautologous bio bypass of extremity w ulceration
24,I7056,Athscl nonaut bio bypass of the extremities w gangrene
24,I70561," right leg"""
24,I70562," left leg"""
24,I70563," bi legs"""
24,I70568," oth extrm"""
24,I70569," unsp extrm"""
24,I7059,Oth athscl nonautologous bio bypass of the extremities
24,I70591," right leg"""
24,I70592," left leg"""
24,I70593," bilateral legs"""
24,I70598," oth extremity"""
24,I70599," unsp extremity"""
24,I706,Athscl nonbiological bypass graft(s) of the extremities
24,I7060,Unsp athscl nonbiological bypass graft(s) of the extremities
24,I70601," right leg"""
24,I70602," left leg"""
24,I70603," bilateral legs"""
24,I70608," oth extremity"""
24,I70609," unsp extremity"""
24,I7061,Athscl nonbiol bypass of the extremities w intrmt claud
24,I70611," right leg"""
24,I70612," left leg"""
24,I70613," bi legs"""
24,I70618," oth extrm"""
24,I70619," unsp extrm"""
24,I7062,Athscl nonbiological bypass of the extremities w rest pain
24,I70621," right leg"""
24,I70622," left leg"""
24,I70623," bi legs"""
24,I70628," oth extrm"""
24,I70629," unsp extrm"""
24,I7063,Athscl nonbiological bypass of the right leg w ulceration
24,I70631,Athscl nonbiol bypass of the right leg w ulceration of thigh
24,I70632,Athscl nonbiol bypass of the right leg w ulceration of calf
24,I70633,Athscl nonbiol bypass of the right leg w ulceration of ankle
24,I70634,Athscl nonbiol bypass of right leg w ulcer of heel and midft
24,I70635,Athscl nonbiol bypass of the right leg w ulcer oth prt foot
24,I70638,Athscl nonbiol bypass of right leg w ulcer oth prt low leg
24,I70639,Athscl nonbiol bypass of the right leg w ulcer of unsp site
24,I7064,Athscl nonbiological bypass of the left leg w ulceration
24,I70641,Athscl nonbiol bypass of the left leg w ulceration of thigh
24,I70642,Athscl nonbiol bypass of the left leg w ulceration of calf
24,I70643,Athscl nonbiol bypass of the left leg w ulceration of ankle
24,I70644,Athscl nonbiol bypass of left leg w ulcer of heel and midft
24,I70645,Athscl nonbiol bypass of the left leg w ulcer oth prt foot
24,I70648,Athscl nonbiol bypass of left leg w ulcer oth prt low leg
24,I70649,Athscl nonbiol bypass of the left leg w ulcer of unsp site
24,I7065,Athscl nonbiological bypass of extremity w ulceration
24,I7066,Athscl nonbiological bypass of the extremities w gangrene
24,I70661," right leg"""
24,I70662," left leg"""
24,I70663," bi legs"""
24,I70668," oth extremity"""
24,I70669," unsp extrm"""
24,I7069,Oth athscl nonbiological bypass graft(s) of the extremities
24,I70691," right leg"""
24,I70692," left leg"""
24,I70693," bilateral legs"""
24,I70698," oth extremity"""
24,I70699," unsp extremity"""
24,I707,Athscl type of bypass graft(s) of the extremities
24,I7070,Unsp athscl type of bypass graft(s) of the extremities
24,I70701," right leg"""
24,I70702," left leg"""
24,I70703," bilateral legs"""
24,I70708," oth extremity"""
24,I70709," unsp extremity"""
24,I7071,Athscl type of bypass of the extremities w intrmt claud
24,I70711," right leg"""
24,I70712," left leg"""
24,I70713," bi legs"""
24,I70718," oth extrm"""
24,I70719," unsp extrm"""
24,I7072,Athscl type of bypass of the extremities w rest pain
24,I70721," right leg"""
24,I70722," left leg"""
24,I70723," bi legs"""
24,I70728," oth extrm"""
24,I70729," unsp extrm"""
24,I7073,Athscl type of bypass graft(s) of the right leg w ulceration
24,I70731,Athscl type of bypass of the right leg w ulceration of thigh
24,I70732,Athscl type of bypass of the right leg w ulceration of calf
24,I70733,Athscl type of bypass of the right leg w ulceration of ankle
24,I70734,Athscl type of bypass of right leg w ulcer of heel and midft
24,I70735,Athscl type of bypass of the right leg w ulcer oth prt foot
24,I70738,Athscl type of bypass of right leg w ulcer oth prt low leg
24,I70739,Athscl type of bypass of the right leg w ulcer of unsp site
24,I7074,Athscl type of bypass graft(s) of the left leg w ulceration
24,I70741,Athscl type of bypass of the left leg w ulceration of thigh
24,I70742,Athscl type of bypass of the left leg w ulceration of calf
24,I70743,Athscl type of bypass of the left leg w ulceration of ankle
24,I70744,Athscl type of bypass of left leg w ulcer of heel and midft
24,I70745,Athscl type of bypass of the left leg w ulcer oth prt foot
24,I70748,Athscl type of bypass of left leg w ulcer oth prt low leg
24,I70749,Athscl type of bypass of the left leg w ulcer of unsp site
24,I7075,Athscl type of bypass graft(s) of extremity w ulceration
24,I7076,Athscl type of bypass graft(s) of the extremities w gangrene
24,I70761," right leg"""
24,I70762," left leg"""
24,I70763," bi legs"""
24,I70768," oth extremity"""
24,I70769," unsp extrm"""
24,I7079,Oth athscl type of bypass graft(s) of the extremities
24,I70791," right leg"""
24,I70792," left leg"""
24,I70793," bilateral legs"""
24,I70798," oth extremity"""
24,I70799," unsp extremity"""
24,I708,Atherosclerosis of other arteries
24,I709,Other and unspecified atherosclerosis
24,I7090,Unspecified atherosclerosis
24,I7091,Generalized atherosclerosis
24,I7092,Chronic total occlusion of artery of the extremities
24,I71,Aortic aneurysm and dissection
24,I710,Dissection of aorta
24,I7100,Dissection of unspecified site of aorta
24,I7101,Dissection of thoracic aorta
24,I7102,Dissection of abdominal aorta
24,I7103,Dissection of thoracoabdominal aorta
24,I711,T ruptured
24,I712,T without rupture
24,I713,A ruptured
24,I714,A without rupture
24,I715,T ruptured
24,I716,T without rupture
24,I718,A ruptured
24,I719,A without rupture
24,I72,Other aneurysm
24,I720,Aneurysm of carotid artery
24,I721,Aneurysm of artery of upper extremity
24,I722,Aneurysm of renal artery
24,I723,Aneurysm of iliac artery
24,I724,Aneurysm of artery of lower extremity
24,I725,Aneurysm of other precerebral arteries
24,I726,Aneurysm of vertebral artery
24,I728,Aneurysm of other specified arteries
24,I729,Aneurysm of unspecified site
24,I73,Other peripheral vascular diseases
24,I730,Raynaud's syndrome
24,I7300,Raynaud's syndrome without gangrene
24,I7301,Raynaud's syndrome with gangrene
24,I731,Thromboangiitis obliterans [Buerger's disease]
24,I738,Other specified peripheral vascular diseases
24,I7381,Erythromelalgia
24,I7389,Other specified peripheral vascular diseases
24,I739,P unspecified
24,I74,Arterial embolism and thrombosis
24,I740,Embolism and thrombosis of abdominal aorta
24,I7401,Saddle embolus of abdominal aorta
24,I7409,Other arterial embolism and thrombosis of abdominal aorta
24,I741,Embolism and thrombosis of other and unsp parts of aorta
24,I7410,Embolism and thrombosis of unspecified parts of aorta
24,I7411,Embolism and thrombosis of thoracic aorta
24,I7419,Embolism and thrombosis of other parts of aorta
24,I742,Embolism and thrombosis of arteries of the upper extremities
24,I743,Embolism and thrombosis of arteries of the lower extremities
24,I744,E unsp
24,I745,Embolism and thrombosis of iliac artery
24,I748,Embolism and thrombosis of other arteries
24,I749,Embolism and thrombosis of unspecified artery
24,I75,Atheroembolism
24,I750,Atheroembolism of extremities
24,I7501,Atheroembolism of upper extremity
24,I75011,Atheroembolism of right upper extremity
24,I75012,Atheroembolism of left upper extremity
24,I75013,Atheroembolism of bilateral upper extremities
24,I75019,Atheroembolism of unspecified upper extremity
24,I7502,Atheroembolism of lower extremity
24,I75021,Atheroembolism of right lower extremity
24,I75022,Atheroembolism of left lower extremity
24,I75023,Atheroembolism of bilateral lower extremities
24,I75029,Atheroembolism of unspecified lower extremity
24,I758,Atheroembolism of other sites
24,I7581,Atheroembolism of kidney
24,I7589,Atheroembolism of other site
24,I76,Septic arterial embolism
24,I77,Other disorders of arteries and arterioles
24,I770,A acquired
24,I771,Stricture of artery
24,I772,Rupture of artery
24,I773,Arterial fibromuscular dysplasia
24,I774,Celiac artery compression syndrome
24,I775,Necrosis of artery
24,I776,A unspecified
24,I777,Other arterial dissection
24,I7770,Dissection of unspecified artery
24,I7771,Dissection of carotid artery
24,I7772,Dissection of iliac artery
24,I7773,Dissection of renal artery
24,I7774,Dissection of vertebral artery
24,I7775,Dissection of other precerebral arteries
24,I7776,Dissection of artery of upper extremity
24,I7777,Dissection of artery of lower extremity
24,I7779,Dissection of other specified artery
24,I778,Other specified disorders of arteries and arterioles
24,I7781,Aortic ectasia
24,I77810,Thoracic aortic ectasia
24,I77811,Abdominal aortic ectasia
24,I77812,Thoracoabdominal aortic ectasia
24,I77819," unspecified site"""
24,I7789,Other specified disorders of arteries and arterioles
24,I779,D unspecified
24,I78,Diseases of capillaries
24,I780,Hereditary hemorrhagic telangiectasia
24,I781,N non-neoplastic
24,I788,Other diseases of capillaries
24,I789,D unspecified
24,I79,Di arterioles and capilare in dis classd elswhr
24,I790,Aneurysm of aorta in diseases classified elsewhere
24,I791,Aortitis in diseases classified elsewhere
24,I798,Oarterioles & capilare in dis classd elswhr
24,M30,Polyarteritis nodosa and related conditions
24,M300,Polyarteritis nodosa
24,M301,Polyarteritis with lung involvement [Churg-Strauss]
24,M302,Juvenile polyarteritis
24,M303,Mucocutaneous lymph node syndrome [Kawasaki]
24,M308,Other conditions related to polyarteritis nodosa
24,M31,Other necrotizing vasculopathies
24,M310,Hypersensitivity angiitis
24,M311,Thrombotic microangiopathy
24,M312,Lethal midline granuloma
24,M313,Wegener's granulomatosis
24,M3130,Wegener's granulomatosis without renal involvement
24,M3131,Wegener's granulomatosis with renal involvement
24,M314,Aortic arch syndrome [Takayasu]
24,M315,Giant cell arteritis with polymyalgia rheumatica
24,M316,Other giant cell arteritis
24,M317,Microscopic polyangiitis
24,M318,Other specified necrotizing vasculopathies
24,M319,N unspecified
25,I80,Phlebitis and thrombophlebitis
25,I800,Phlebitis and thombophlb of superficial vessels of low extrm
25,I8000,Phlbts and thombophlb of superfic vessels of unsp low extrm
25,I8001,Phlebitis and thombophlb of superfic vessels of r low extrem
25,I8002,Phlebitis and thombophlb of superfic vessels of l low extrem
25,I8003, bi
25,I801,Phlebitis and thrombophlebitis of femoral vein
25,I8010,Phlebitis and thrombophlebitis of unspecified femoral vein
25,I8011,Phlebitis and thrombophlebitis of right femoral vein
25,I8012,Phlebitis and thrombophlebitis of left femoral vein
25,I8013, bilateral
25,I802,Phlbts and thombophlb of and unsp deep vessels of low extrm
25,I8020,Phlebitis and thombophlb of unsp deep vessels of low extrm
25,I80201,Phlbts and thombophlb of unsp deep vessels of r low extrem
25,I80202,Phlbts and thombophlb of unsp deep vessels of l low extrem
25,I80203," bi"""
25,I80209,Phlbts and thombophlb of unsp deep vessels of unsp low extrm
25,I8021,Phlebitis and thrombophlebitis of iliac vein
25,I80211,Phlebitis and thrombophlebitis of right iliac vein
25,I80212,Phlebitis and thrombophlebitis of left iliac vein
25,I80213," bilateral"""
25,I80219,Phlebitis and thrombophlebitis of unspecified iliac vein
25,I8022,Phlebitis and thrombophlebitis of popliteal vein
25,I80221,Phlebitis and thrombophlebitis of right popliteal vein
25,I80222,Phlebitis and thrombophlebitis of left popliteal vein
25,I80223," bilateral"""
25,I80229,Phlebitis and thrombophlebitis of unspecified popliteal vein
25,I8023,Phlebitis and thrombophlebitis of tibial vein
25,I80231,Phlebitis and thrombophlebitis of right tibial vein
25,I80232,Phlebitis and thrombophlebitis of left tibial vein
25,I80233," bilateral"""
25,I80239,Phlebitis and thrombophlebitis of unspecified tibial vein
25,I8024,Phlebitis and thrombophlebitis of peroneal vein
25,I80241,Phlebitis and thrombophlebitis of right peroneal vein
25,I80242,Phlebitis and thrombophlebitis of left peroneal vein
25,I80243," bilateral"""
25,I80249,Phlebitis and thrombophlebitis of unspecified peroneal vein
25,I8025,Phlebitis and thrombophlebitis of calf muscular vein
25,I80251,Phlebitis and thrombophlebitis of right calf muscular vein
25,I80252,Phlebitis and thrombophlebitis of left calf muscular vein
25,I80253," bilateral"""
25,I80259,Phlebitis and thombophlb of unspecified calf muscular vein
25,I8029,Phlebitis and thrombophlebitis of deep vessels of low extrm
25,I80291,Phlebitis and thombophlb of deep vessels of r low extrem
25,I80292,Phlebitis and thombophlb of deep vessels of l low extrem
25,I80293," bi"""
25,I80299,Phlebitis and thombophlb of deep vessels of unsp low extrm
25,I803,P unsp
25,I808,Phlebitis and thrombophlebitis of other sites
25,I809,Phlebitis and thrombophlebitis of unspecified site
25,I81,Portal vein thrombosis
25,I82,Other venous embolism and thrombosis
25,I820,Budd-Chiari syndrome
25,I821,Thrombophlebitis migrans
25,I822,Embolism and thrombosis of vena cava and oth thoracic veins
25,I8221,Embolism and thrombosis of superior vena cava
25,I82210,Acute embolism and thrombosis of superior vena cava
25,I82211,Chronic embolism and thrombosis of superior vena cava
25,I8222,Embolism and thrombosis of inferior vena cava
25,I82220,Acute embolism and thrombosis of inferior vena cava
25,I82221,Chronic embolism and thrombosis of inferior vena cava
